Date,spx
1994-09-26,460.820007324219
1994-09-27,462.049987792969
1994-09-28,464.839996337891
1994-09-29,462.239990234375
1994-09-30,462.709991455078
1994-10-03,461.739990234375
1994-10-04,454.589996337891
1994-10-05,453.519989013672
1994-10-06,452.359985351563
1994-10-07,455.100006103516
1994-10-10,459.040008544922
1994-10-11,465.790008544922
1994-10-12,465.470001220703
1994-10-13,467.790008544922
1994-10-14,469.100006103516
1994-10-17,468.959991455078
1994-10-18,467.660003662109
1994-10-19,470.279998779297
1994-10-20,466.850006103516
1994-10-21,464.890014648438
1994-10-24,460.829986572266
1994-10-25,461.529998779297
1994-10-26,462.619995117188
1994-10-27,465.850006103516
1994-10-28,473.769989013672
1994-10-31,472.350006103516
1994-11-01,468.420013427734
1994-11-02,466.510009765625
1994-11-03,467.910003662109
1994-11-04,462.279998779297
1994-11-07,463.070007324219
1994-11-08,465.649993896484
1994-11-09,465.399993896484
1994-11-10,464.369995117188
1994-11-11,462.350006103516
1994-11-14,466.040008544922
1994-11-15,465.029998779297
1994-11-16,465.619995117187
1994-11-17,463.570007324219
1994-11-18,461.470001220703
1994-11-21,458.299987792969
1994-11-22,450.089996337891
1994-11-23,449.929992675781
1994-11-24,449.929992675781
1994-11-25,452.290008544922
1994-11-28,454.160003662109
1994-11-29,455.170013427734
1994-11-30,453.690002441406
1994-12-01,448.920013427734
1994-12-02,453.299987792969
1994-12-05,453.320007324219
1994-12-06,453.109985351562
1994-12-07,451.230010986328
1994-12-08,445.450012207031
1994-12-09,446.959991455078
1994-12-12,449.470001220703
1994-12-13,450.149993896484
1994-12-14,454.970001220703
1994-12-15,455.339996337891
1994-12-16,458.799987792969
1994-12-19,457.910003662109
1994-12-20,457.100006103516
1994-12-21,459.609985351563
1994-12-22,459.679992675781
1994-12-23,459.829986572266
1994-12-26,459.829986572266
1994-12-27,462.470001220703
1994-12-28,460.859985351563
1994-12-29,461.170013427734
1994-12-30,459.269989013672
1995-01-02,459.269989013672
1995-01-03,459.109985351563
1995-01-04,460.709991455078
1995-01-05,460.339996337891
1995-01-06,460.679992675781
1995-01-09,460.829986572266
1995-01-10,461.679992675781
1995-01-11,461.660003662109
1995-01-12,461.640014648438
1995-01-13,465.970001220703
1995-01-16,469.380004882813
1995-01-17,470.049987792969
1995-01-18,469.709991455078
1995-01-19,466.950012207031
1995-01-20,464.779998779297
1995-01-23,465.820007324219
1995-01-24,465.859985351563
1995-01-25,467.440002441406
1995-01-26,468.320007324219
1995-01-27,470.390014648438
1995-01-30,468.510009765625
1995-01-31,470.420013427734
1995-02-01,470.399993896484
1995-02-02,472.790008544922
1995-02-03,478.649993896484
1995-02-06,481.140014648438
1995-02-07,480.809997558594
1995-02-08,481.190002441406
1995-02-09,480.190002441406
1995-02-10,481.459991455078
1995-02-13,481.649993896484
1995-02-14,482.549987792969
1995-02-15,484.540008544922
1995-02-16,485.220001220703
1995-02-17,481.970001220703
1995-02-20,481.970001220703
1995-02-21,482.720001220703
1995-02-22,485.070007324219
1995-02-23,486.910003662109
1995-02-24,488.109985351563
1995-02-27,483.809997558594
1995-02-28,487.390014648438
1995-03-01,485.649993896484
1995-03-02,485.130004882813
1995-03-03,485.420013427734
1995-03-06,485.630004882813
1995-03-07,482.119995117187
1995-03-08,483.140014648438
1995-03-09,483.160003662109
1995-03-10,489.570007324219
1995-03-13,490.049987792969
1995-03-14,492.890014648438
1995-03-15,491.880004882813
1995-03-16,495.410003662109
1995-03-17,495.519989013672
1995-03-20,496.140014648438
1995-03-21,495.070007324219
1995-03-22,495.670013427734
1995-03-23,495.950012207031
1995-03-24,500.970001220703
1995-03-27,503.200012207031
1995-03-28,503.899993896484
1995-03-29,503.119995117187
1995-03-30,502.220001220703
1995-03-31,500.709991455078
1995-04-03,501.850006103516
1995-04-04,505.239990234375
1995-04-05,505.570007324219
1995-04-06,506.079986572266
1995-04-07,506.420013427734
1995-04-10,507.010009765625
1995-04-11,505.529998779297
1995-04-12,507.170013427734
1995-04-13,509.230010986328
1995-04-14,509.230010986328
1995-04-17,506.130004882813
1995-04-18,505.369995117188
1995-04-19,504.920013427734
1995-04-20,505.290008544922
1995-04-21,508.489990234375
1995-04-24,512.890014648437
1995-04-25,512.099975585938
1995-04-26,512.659973144531
1995-04-27,513.549987792969
1995-04-28,514.710021972656
1995-05-01,514.260009765625
1995-05-02,514.859985351563
1995-05-03,520.47998046875
1995-05-04,520.539978027344
1995-05-05,520.119995117188
1995-05-08,523.960021972656
1995-05-09,523.559997558594
1995-05-10,524.359985351563
1995-05-11,524.369995117188
1995-05-12,525.549987792969
1995-05-15,527.739990234375
1995-05-16,528.190002441406
1995-05-17,527.070007324219
1995-05-18,519.580017089844
1995-05-19,519.190002441406
1995-05-22,523.650024414063
1995-05-23,528.590026855469
1995-05-24,528.609985351563
1995-05-25,528.590026855469
1995-05-26,523.650024414063
1995-05-29,523.650024414063
1995-05-30,523.580017089844
1995-05-31,533.400024414063
1995-06-01,533.489990234375
1995-06-02,532.510009765625
1995-06-05,535.599975585938
1995-06-06,535.549987792969
1995-06-07,533.130004882813
1995-06-08,532.349975585938
1995-06-09,527.940002441406
1995-06-12,530.880004882813
1995-06-13,536.049987792969
1995-06-14,536.469970703125
1995-06-15,537.119995117188
1995-06-16,539.830017089844
1995-06-19,545.219970703125
1995-06-20,544.97998046875
1995-06-21,543.97998046875
1995-06-22,551.070007324219
1995-06-23,549.710021972656
1995-06-26,544.130004882813
1995-06-27,542.429992675781
1995-06-28,544.72998046875
1995-06-29,543.869995117188
1995-06-30,544.75
1995-07-03,547.090026855469
1995-07-04,547.090026855469
1995-07-05,547.260009765625
1995-07-06,553.989990234375
1995-07-07,556.369995117188
1995-07-10,557.190002441406
1995-07-11,554.780029296875
1995-07-12,560.890014648438
1995-07-13,561
1995-07-14,559.890014648438
1995-07-17,562.719970703125
1995-07-18,558.460021972656
1995-07-19,550.97998046875
1995-07-20,553.539978027344
1995-07-21,553.619995117188
1995-07-24,556.630004882813
1995-07-25,561.099975585938
1995-07-26,561.609985351562
1995-07-27,565.219970703125
1995-07-28,562.929992675781
1995-07-31,562.059997558594
1995-08-01,559.640014648438
1995-08-02,558.799987792969
1995-08-03,558.75
1995-08-04,558.940002441406
1995-08-07,560.030029296875
1995-08-08,560.390014648438
1995-08-09,559.710021972656
1995-08-10,557.450012207031
1995-08-11,555.109985351563
1995-08-14,559.739990234375
1995-08-15,558.570007324219
1995-08-16,559.969970703125
1995-08-17,559.039978027344
1995-08-18,559.210021972656
1995-08-21,558.109985351563
1995-08-22,559.52001953125
1995-08-23,557.140014648438
1995-08-24,557.460021972656
1995-08-25,560.099975585938
1995-08-28,559.049987792969
1995-08-29,560
1995-08-30,560.919982910156
1995-08-31,561.880004882813
1995-09-01,563.840026855469
1995-09-04,563.840026855469
1995-09-05,569.169982910156
1995-09-06,570.169982910156
1995-09-07,570.289978027344
1995-09-08,572.679992675781
1995-09-11,573.909973144531
1995-09-12,576.510009765625
1995-09-13,578.77001953125
1995-09-14,583.609985351563
1995-09-15,583.349975585938
1995-09-18,582.77001953125
1995-09-19,584.200012207031
1995-09-20,586.77001953125
1995-09-21,583
1995-09-22,581.72998046875
1995-09-25,581.809997558594
1995-09-26,581.409973144531
1995-09-27,581.039978027344
1995-09-28,585.869995117188
1995-09-29,584.409973144531
1995-10-02,581.719970703125
1995-10-03,582.340026855469
1995-10-04,581.469970703125
1995-10-05,582.630004882813
1995-10-06,582.489990234375
1995-10-09,578.369995117188
1995-10-10,577.52001953125
1995-10-11,579.460021972656
1995-10-12,583.099975585938
1995-10-13,584.5
1995-10-16,583.030029296875
1995-10-17,586.780029296875
1995-10-18,587.440002441406
1995-10-19,590.650024414063
1995-10-20,587.460021972656
1995-10-23,585.059997558594
1995-10-24,586.539978027344
1995-10-25,582.469970703125
1995-10-26,576.719970703125
1995-10-27,579.700012207031
1995-10-30,583.25
1995-10-31,581.5
1995-11-01,584.219970703125
1995-11-02,589.719970703125
1995-11-03,590.570007324219
1995-11-06,588.460021972656
1995-11-07,586.320007324219
1995-11-08,591.710021972656
1995-11-09,593.260009765625
1995-11-10,592.719970703125
1995-11-13,592.299987792969
1995-11-14,589.289978027344
1995-11-15,593.960021972656
1995-11-16,597.340026855469
1995-11-17,600.070007324219
1995-11-20,596.849975585937
1995-11-21,600.239990234375
1995-11-22,598.400024414063
1995-11-23,598.400024414063
1995-11-24,599.969970703125
1995-11-27,601.320007324219
1995-11-28,606.450012207031
1995-11-29,607.640014648438
1995-11-30,605.369995117188
1995-12-01,606.97998046875
1995-12-04,613.679992675781
1995-12-05,617.679992675781
1995-12-06,620.179992675781
1995-12-07,616.169982910156
1995-12-08,617.47998046875
1995-12-11,619.52001953125
1995-12-12,618.780029296875
1995-12-13,621.690002441406
1995-12-14,616.919982910156
1995-12-15,616.340026855469
1995-12-18,606.809997558594
1995-12-19,611.929992675781
1995-12-20,605.940002441406
1995-12-21,610.489990234375
1995-12-22,611.950012207031
1995-12-25,611.950012207031
1995-12-26,614.299987792969
1995-12-27,614.530029296875
1995-12-28,614.119995117188
1995-12-29,615.929992675781
1996-01-01,615.929992675781
1996-01-02,620.72998046875
1996-01-03,621.320007324219
1996-01-04,617.700012207031
1996-01-05,616.710021972656
1996-01-08,618.460021972656
1996-01-09,609.450012207031
1996-01-10,598.47998046875
1996-01-11,602.690002441406
1996-01-12,601.809997558594
1996-01-15,599.820007324219
1996-01-16,608.440002441406
1996-01-17,606.369995117188
1996-01-18,608.239990234375
1996-01-19,611.830017089844
1996-01-22,613.400024414063
1996-01-23,612.789978027344
1996-01-24,619.960021972656
1996-01-25,617.030029296875
1996-01-26,621.619995117188
1996-01-29,624.219970703125
1996-01-30,630.150024414063
1996-01-31,636.02001953125
1996-02-01,638.460021972656
1996-02-02,635.840026855469
1996-02-05,641.429992675781
1996-02-06,646.330017089844
1996-02-07,649.929992675781
1996-02-08,656.070007324219
1996-02-09,656.369995117188
1996-02-12,661.450012207031
1996-02-13,660.510009765625
1996-02-14,655.580017089844
1996-02-15,651.320007324219
1996-02-16,647.97998046875
1996-02-19,647.97998046875
1996-02-20,640.650024414063
1996-02-21,648.099975585938
1996-02-22,658.859985351563
1996-02-23,659.080017089844
1996-02-26,650.460021972656
1996-02-27,647.239990234375
1996-02-28,644.75
1996-02-29,640.429992675781
1996-03-01,644.369995117188
1996-03-04,650.809997558594
1996-03-05,655.789978027344
1996-03-06,652
1996-03-07,653.650024414063
1996-03-08,633.5
1996-03-11,640.02001953125
1996-03-12,637.090026855469
1996-03-13,638.549987792969
1996-03-14,640.869995117188
1996-03-15,641.429992675781
1996-03-18,652.650024414062
1996-03-19,651.690002441406
1996-03-20,649.97998046875
1996-03-21,649.190002441406
1996-03-22,650.619995117188
1996-03-25,650.039978027344
1996-03-26,652.969970703125
1996-03-27,648.909973144531
1996-03-28,648.940002441406
1996-03-29,645.5
1996-04-01,653.72998046875
1996-04-02,655.260009765625
1996-04-03,655.880004882813
1996-04-04,655.859985351563
1996-04-05,655.859985351563
1996-04-08,644.239990234375
1996-04-09,642.190002441406
1996-04-10,633.5
1996-04-11,631.179992675781
1996-04-12,636.710021972656
1996-04-15,642.489990234375
1996-04-16,645
1996-04-17,641.609985351563
1996-04-18,643.609985351563
1996-04-19,645.070007324219
1996-04-22,647.890014648438
1996-04-23,651.580017089844
1996-04-24,650.169982910156
1996-04-25,652.869995117188
1996-04-26,653.460021972656
1996-04-29,654.159973144531
1996-04-30,654.169982910156
1996-05-01,654.580017089844
1996-05-02,643.380004882813
1996-05-03,641.630004882813
1996-05-06,640.809997558594
1996-05-07,638.260009765625
1996-05-08,644.77001953125
1996-05-09,645.440002441406
1996-05-10,652.090026855469
1996-05-13,661.510009765625
1996-05-14,665.599975585937
1996-05-15,665.419982910156
1996-05-16,664.849975585938
1996-05-17,668.909973144531
1996-05-20,673.150024414062
1996-05-21,672.760009765625
1996-05-22,678.419982910156
1996-05-23,676
1996-05-24,678.510009765625
1996-05-27,678.510009765625
1996-05-28,672.22998046875
1996-05-29,667.929992675781
1996-05-30,671.700012207031
1996-05-31,669.119995117188
1996-06-03,667.679992675781
1996-06-04,672.559997558594
1996-06-05,678.440002441406
1996-06-06,673.030029296875
1996-06-07,673.309997558594
1996-06-10,672.159973144531
1996-06-11,670.969970703125
1996-06-12,669.039978027344
1996-06-13,667.919982910156
1996-06-14,665.849975585938
1996-06-17,665.159973144531
1996-06-18,662.059997558594
1996-06-19,661.960021972656
1996-06-20,662.099975585938
1996-06-21,666.840026855469
1996-06-24,668.849975585938
1996-06-25,668.47998046875
1996-06-26,664.390014648438
1996-06-27,668.549987792969
1996-06-28,670.630004882813
1996-07-01,675.880004882812
1996-07-02,673.609985351563
1996-07-03,672.400024414063
1996-07-04,672.400024414063
1996-07-05,657.440002441406
1996-07-08,652.539978027344
1996-07-09,654.75
1996-07-10,656.059997558594
1996-07-11,645.669982910156
1996-07-12,646.190002441406
1996-07-15,629.799987792969
1996-07-16,628.369995117188
1996-07-17,634.070007324219
1996-07-18,643.559997558594
1996-07-19,638.72998046875
1996-07-22,633.77001953125
1996-07-23,626.869995117188
1996-07-24,626.650024414063
1996-07-25,631.169982910156
1996-07-26,635.900024414063
1996-07-29,630.909973144531
1996-07-30,635.260009765625
1996-07-31,639.950012207031
1996-08-01,650.02001953125
1996-08-02,662.489990234375
1996-08-05,660.22998046875
1996-08-06,662.380004882813
1996-08-07,664.159973144531
1996-08-08,662.590026855469
1996-08-09,662.099975585938
1996-08-12,665.77001953125
1996-08-13,660.200012207031
1996-08-14,662.049987792969
1996-08-15,662.280029296875
1996-08-16,665.210021972656
1996-08-19,666.580017089844
1996-08-20,665.690002441406
1996-08-21,665.070007324219
1996-08-22,670.679992675781
1996-08-23,667.030029296875
1996-08-26,663.880004882813
1996-08-27,666.400024414063
1996-08-28,664.809997558594
1996-08-29,657.400024414063
1996-08-30,651.989990234375
1996-09-02,651.989990234375
1996-09-03,654.719970703125
1996-09-04,655.609985351563
1996-09-05,649.440002441406
1996-09-06,655.679992675781
1996-09-09,663.760009765625
1996-09-10,663.809997558594
1996-09-11,667.280029296875
1996-09-12,671.150024414063
1996-09-13,680.539978027344
1996-09-16,683.97998046875
1996-09-17,682.940002441406
1996-09-18,681.469970703125
1996-09-19,683
1996-09-20,687.030029296875
1996-09-23,686.47998046875
1996-09-24,685.609985351563
1996-09-25,685.830017089844
1996-09-26,685.859985351563
1996-09-27,686.190002441406
1996-09-30,687.330017089844
1996-10-01,689.080017089844
1996-10-02,694.010009765625
1996-10-03,692.780029296875
1996-10-04,701.460021972656
1996-10-07,703.340026855469
1996-10-08,700.640014648438
1996-10-09,696.739990234375
1996-10-10,694.609985351562
1996-10-11,700.659973144531
1996-10-14,703.539978027344
1996-10-15,702.570007324219
1996-10-16,704.409973144531
1996-10-17,706.989990234375
1996-10-18,710.820007324219
1996-10-21,709.849975585938
1996-10-22,706.570007324219
1996-10-23,707.27001953125
1996-10-24,702.289978027344
1996-10-25,700.919982910156
1996-10-28,697.260009765625
1996-10-29,701.5
1996-10-30,700.900024414063
1996-10-31,705.27001953125
1996-11-01,703.77001953125
1996-11-04,706.72998046875
1996-11-05,714.140014648438
1996-11-06,724.590026855469
1996-11-07,727.650024414062
1996-11-08,730.820007324219
1996-11-11,731.869995117188
1996-11-12,729.559997558594
1996-11-13,731.130004882813
1996-11-14,735.880004882813
1996-11-15,737.619995117188
1996-11-18,737.02001953125
1996-11-19,742.159973144531
1996-11-20,743.950012207031
1996-11-21,742.75
1996-11-22,748.72998046875
1996-11-25,757.030029296875
1996-11-26,755.960021972656
1996-11-27,755
1996-11-28,755
1996-11-29,757.02001953125
1996-12-02,756.559997558594
1996-12-03,748.280029296875
1996-12-04,745.099975585937
1996-12-05,744.380004882813
1996-12-06,739.599975585938
1996-12-09,749.760009765625
1996-12-10,747.539978027344
1996-12-11,740.72998046875
1996-12-12,729.299987792969
1996-12-13,728.640014648438
1996-12-16,720.97998046875
1996-12-17,726.039978027344
1996-12-18,731.539978027344
1996-12-19,745.760009765625
1996-12-20,748.869995117188
1996-12-23,746.919982910156
1996-12-24,751.030029296875
1996-12-25,751.030029296875
1996-12-26,755.820007324219
1996-12-27,756.789978027344
1996-12-30,753.849975585938
1996-12-31,740.739990234375
1997-01-01,740.739990234375
1997-01-02,737.010009765625
1997-01-03,748.030029296875
1997-01-06,747.650024414063
1997-01-07,753.22998046875
1997-01-08,748.409973144531
1997-01-09,754.849975585938
1997-01-10,759.5
1997-01-13,759.510009765625
1997-01-14,768.859985351563
1997-01-15,767.200012207031
1997-01-16,769.75
1997-01-17,776.169982910156
1997-01-20,776.700012207031
1997-01-21,782.719970703125
1997-01-22,786.22998046875
1997-01-23,777.559997558594
1997-01-24,770.52001953125
1997-01-27,765.02001953125
1997-01-28,765.02001953125
1997-01-29,772.5
1997-01-30,784.169982910156
1997-01-31,786.159973144531
1997-02-03,786.72998046875
1997-02-04,789.260009765625
1997-02-05,778.280029296875
1997-02-06,780.150024414063
1997-02-07,789.559997558594
1997-02-10,785.429992675781
1997-02-11,789.590026855469
1997-02-12,802.77001953125
1997-02-13,811.820007324219
1997-02-14,808.47998046875
1997-02-17,808.47998046875
1997-02-18,816.289978027344
1997-02-19,812.489990234375
1997-02-20,802.799987792969
1997-02-21,801.77001953125
1997-02-24,810.280029296875
1997-02-25,812.030029296875
1997-02-26,805.679992675781
1997-02-27,795.070007324219
1997-02-28,790.820007324219
1997-03-03,795.309997558594
1997-03-04,790.950012207031
1997-03-05,801.989990234375
1997-03-06,798.559997558594
1997-03-07,804.969970703125
1997-03-10,813.650024414063
1997-03-11,811.340026855469
1997-03-12,804.260009765625
1997-03-13,789.559997558594
1997-03-14,793.169982910156
1997-03-17,795.710021972656
1997-03-18,789.659973144531
1997-03-19,785.77001953125
1997-03-20,782.650024414063
1997-03-21,784.099975585938
1997-03-24,790.890014648438
1997-03-25,789.070007324219
1997-03-26,790.5
1997-03-27,773.880004882813
1997-03-28,773.880004882813
1997-03-31,757.119995117187
1997-04-01,759.640014648438
1997-04-02,750.109985351563
1997-04-03,750.320007324219
1997-04-04,757.900024414063
1997-04-07,762.130004882813
1997-04-08,766.119995117188
1997-04-09,760.599975585938
1997-04-10,758.340026855469
1997-04-11,737.650024414063
1997-04-14,743.72998046875
1997-04-15,754.719970703125
1997-04-16,763.530029296875
1997-04-17,761.77001953125
1997-04-18,766.340026855469
1997-04-21,760.369995117188
1997-04-22,774.609985351563
1997-04-23,773.640014648437
1997-04-24,771.179992675781
1997-04-25,765.369995117188
1997-04-28,772.960021972656
1997-04-29,794.049987792969
1997-04-30,801.340026855469
1997-05-01,798.530029296875
1997-05-02,812.969970703125
1997-05-05,830.289978027344
1997-05-06,827.760009765625
1997-05-07,815.619995117187
1997-05-08,820.260009765625
1997-05-09,824.780029296875
1997-05-12,837.659973144531
1997-05-13,833.130004882812
1997-05-14,836.039978027344
1997-05-15,841.880004882813
1997-05-16,829.75
1997-05-19,833.27001953125
1997-05-20,841.659973144531
1997-05-21,839.349975585938
1997-05-22,835.659973144531
1997-05-23,847.030029296875
1997-05-26,847.030029296875
1997-05-27,849.710021972656
1997-05-28,847.210021972656
1997-05-29,844.080017089844
1997-05-30,848.280029296875
1997-06-02,846.359985351563
1997-06-03,845.47998046875
1997-06-04,840.109985351563
1997-06-05,843.429992675781
1997-06-06,858.010009765625
1997-06-09,862.909973144531
1997-06-10,865.27001953125
1997-06-11,869.570007324219
1997-06-12,883.460021972656
1997-06-13,893.27001953125
1997-06-16,893.900024414062
1997-06-17,894.419982910156
1997-06-18,889.059997558594
1997-06-19,897.989990234375
1997-06-20,898.700012207031
1997-06-23,878.619995117188
1997-06-24,896.340026855469
1997-06-25,888.989990234375
1997-06-26,883.679992675781
1997-06-27,887.299987792969
1997-06-30,885.140014648438
1997-07-01,891.030029296875
1997-07-02,904.030029296875
1997-07-03,916.919982910156
1997-07-04,916.919982910156
1997-07-07,912.200012207031
1997-07-08,918.75
1997-07-09,907.539978027344
1997-07-10,913.780029296875
1997-07-11,916.679992675781
1997-07-14,918.380004882813
1997-07-15,925.760009765625
1997-07-16,936.590026855469
1997-07-17,931.609985351563
1997-07-18,915.299987792969
1997-07-21,912.940002441406
1997-07-22,933.97998046875
1997-07-23,936.559997558594
1997-07-24,940.299987792969
1997-07-25,938.789978027344
1997-07-28,936.450012207031
1997-07-29,942.289978027344
1997-07-30,952.289978027344
1997-07-31,954.309997558594
1997-08-01,947.140014648438
1997-08-04,950.299987792969
1997-08-05,952.369995117187
1997-08-06,960.320007324219
1997-08-07,951.190002441406
1997-08-08,933.539978027344
1997-08-11,937
1997-08-12,926.530029296875
1997-08-13,922.02001953125
1997-08-14,924.77001953125
1997-08-15,900.809997558594
1997-08-18,912.489990234375
1997-08-19,926.010009765625
1997-08-20,939.349975585938
1997-08-21,925.049987792969
1997-08-22,923.539978027344
1997-08-25,920.159973144531
1997-08-26,913.02001953125
1997-08-27,913.700012207031
1997-08-28,903.669982910156
1997-08-29,899.469970703125
1997-09-01,899.469970703125
1997-09-02,927.580017089844
1997-09-03,927.859985351562
1997-09-04,930.869995117187
1997-09-05,929.049987792969
1997-09-08,931.200012207031
1997-09-09,933.619995117187
1997-09-10,919.030029296875
1997-09-11,912.590026855469
1997-09-12,923.909973144531
1997-09-15,919.77001953125
1997-09-16,945.640014648438
1997-09-17,943
1997-09-18,947.289978027344
1997-09-19,950.510009765625
1997-09-22,955.429992675781
1997-09-23,951.929992675781
1997-09-24,944.47998046875
1997-09-25,937.909973144531
1997-09-26,945.219970703125
1997-09-29,953.340026855469
1997-09-30,947.280029296875
1997-10-01,955.409973144531
1997-10-02,960.460021972656
1997-10-03,965.030029296875
1997-10-06,972.690002441406
1997-10-07,983.119995117188
1997-10-08,973.840026855469
1997-10-09,970.619995117188
1997-10-10,966.97998046875
1997-10-13,968.099975585938
1997-10-14,970.280029296875
1997-10-15,965.719970703125
1997-10-16,955.25
1997-10-17,944.159973144531
1997-10-20,955.609985351563
1997-10-21,972.280029296875
1997-10-22,968.489990234375
1997-10-23,950.690002441406
1997-10-24,941.640014648437
1997-10-27,876.989990234375
1997-10-28,921.849975585937
1997-10-29,919.159973144531
1997-10-30,903.679992675781
1997-10-31,914.619995117188
1997-11-03,938.989990234375
1997-11-04,940.760009765625
1997-11-05,942.760009765625
1997-11-06,938.030029296875
1997-11-07,927.510009765625
1997-11-10,921.130004882813
1997-11-11,923.780029296875
1997-11-12,905.960021972656
1997-11-13,916.659973144531
1997-11-14,928.349975585937
1997-11-17,946.200012207031
1997-11-18,938.22998046875
